product_id,product,category,sub_category,brand,expiry_date
800,"Harippa Roasted Seeds - Pumpkin, Cheesy Onion",Gourmet & World Food,"Snacks, Dry Fruits, Nuts",True Elements,29-09-2025
801,Premium - 3 Follow-Up Formula,Baby Care,Baby Food & Formula,Dexolac,19-08-2025
802,Hand Wash - Green Apple,Beauty & Hygiene,Bath & Hand Wash,50ap,27-03-2025
803,Energy Bar Hazelnut Magic 6 pcs + Energy Bar Oat & Apricot 6 pcs,Snacks & Branded Foods,Breakfast Cereals,On The Run,10-06-2025
804,Stevia Tablets Dispenser,Gourmet & World Food,Cooking & Baking Needs,So Sweet,28-02-2025
805,"Steel Spoon set - Ice cream, Monde","Kitchen, Garden & Pets",Crockery & Cutlery,Anjali,30-10-2025
806,My Dream For Him - Perfumed Deodorant Natural Spray,Beauty & Hygiene,Fragrances & Deos,Embark,08-03-2025
807,Imli Khajoor Chutney,"Foodgrains, Oil & Masala",Masalas & Spices,Madhur,28-05-2025
808,Water & Juice Glass - Long,"Kitchen, Garden & Pets",Crockery & Cutlery,Krosno - Europe,17-03-2025
809,Dry Dates/Kharjura/Chuara,"Foodgrains, Oil & Masala",Dry Fruits,Soulfit,21-02-2025
810,Express Shine Sponge - Black,Cleaning & Household,Car & Shoe Care,Kiwi,14-01-2025
811,"Storewell Airtight Plastic Container - Transparent, With Purple Lid","Kitchen, Garden & Pets",Storage & Accessories,Laplast,04-10-2025
812,Olive Oil - Pomace,Gourmet & World Food,Oils & Vinegar,Basso,07-01-2025
813,Chai/100% Melamine Water/Juice Tumbler - Red,"Kitchen, Garden & Pets",Crockery & Cutlery,Iveo ,19-12-2025
814,100% Green Tea,Beverages,Tea,Sprig Tea,13-07-2025
815,Papad - Special Punjabi Masala,Snacks & Branded Foods,Ready To Cook & Eat,Atish ,04-03-2025
816,"Anti Viral & Anti Pollution N95 Face Mask - Tesu, Large, Assorted",Beauty & Hygiene,Health & Medicine,Airific,14-11-2025
817,Cookies - Cashew,Snacks & Branded Foods,Biscuits & Cookies,Unibic,06-05-2025
818,"Plastic Bucket With Handle - Off Ivory, New Nova, 15400",Cleaning & Household,Bins & Bathroom Ware,Ratan,08-04-2025
819,Millet Idly & Dosa Batter,Snacks & Branded Foods,Ready To Cook & Eat,Batter Box,15-02-2025
820,Plastic Clip Mop - 350,Cleaning & Household,"Mops, Brushes & Scrubs",Gebi ,29-03-2025
821,"Prawns, Peeled & Deveined","Eggs, Meat & Fish",Fish & Seafood,Fresho,16-10-2025
822,Serum Vegital Perfecting Toning Lotion - For All Skin Types,Beauty & Hygiene,Skin Care,YVES ROCHER,09-03-2025
823,"Spring Roll Sheets - 6""x6""",Snacks & Branded Foods,Frozen Veggies & Snacks,Switz,05-04-2025
824,Fiesta Serving Bowl With Serving Spoon - Assorted Colour,"Kitchen, Garden & Pets",Crockery & Cutlery,Nakoda,12-05-2025
825,"Glass Water Bottle With Round Base - Yellow, B1367","Kitchen, Garden & Pets",Storage & Accessories,BB Home,25-12-2025
826,Small Jars Set With Printed Lids,"Kitchen, Garden & Pets",Crockery & Cutlery,Yera,16-12-2025
827,Tasty Masala Coated Peanuts,Snacks & Branded Foods,Snacks & Namkeen,Tasties,08-09-2025
828,Masala - Paneer,"Foodgrains, Oil & Masala",Masalas & Spices,Tata Sampann,23-06-2025
829,Singhara Atta - Gluten Free,Gourmet & World Food,"Atta, Flours & Sooji",Graminway,11-06-2025
830,"Plastic Dustbin/Garbage Bin - Green With Black, Polka Dots, Bon Bon, 12081P-M-B",Cleaning & Household,Bins & Bathroom Ware,Ratan,15-08-2025
831,"Steel Storage/Lunch Container - No.14, Blue, Klip It","Kitchen, Garden & Pets",Steel Utensils,Joyo Steel,16-10-2025
832,Pink/Rosa Beauty Bathing Bar,Beauty & Hygiene,Bath & Hand Wash,Dove,26-04-2025
833,Sesame Oil - Cold Pressed,Gourmet & World Food,Oils & Vinegar,Health 1st,13-03-2025
834,Purifying Neem Facial Wipes,Beauty & Hygiene,Skin Care,Himalaya,17-06-2025
835,Fruit Juice - Mango Delight,Beverages,Fruit Juices & Drinks,Tropicana,10-05-2025
836,International Italian Mushroom Soup,Snacks & Branded Foods,Ready To Cook & Eat,Knorr,17-05-2025
837,"Plates - Marine Fish, Medium","Kitchen, Garden & Pets",Crockery & Cutlery,Pasabahce,23-08-2025
838,Pumpkin - Organically Grown,Fruits & Vegetables,Fresh Vegetables,Fresho,23-03-2025
839,Baby Wipes - Gentle,Baby Care,Diapers & Wipes,Himalaya Baby,18-12-2025
840,Face Scrub De Tan With Walnut Granules,Beauty & Hygiene,Men's Grooming,USTRAA,12-06-2025
841,Hazelnut Kernel,Gourmet & World Food,Cooking & Baking Needs,Puramate,25-06-2025
842,Mutton Delicate Chops,"Eggs, Meat & Fish",Mutton & Lamb,Premier,20-09-2025
843,Snail Moisture Mask Sheet,Beauty & Hygiene,Skin Care,It's Skin,11-10-2025
844,Nutri-licious Masala Veg Atta Noodles - Pouch,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",MAGGI ,06-11-2025
845,Masala - Mumbai Bhaji Pav,"Foodgrains, Oil & Masala",Masalas & Spices,Badshah,10-07-2025
846,Squash - Sarasaparilla/Nannari/Sugandhi Root,Beverages,Fruit Juices & Drinks,NaturoBell,22-02-2025
847,Pure Country Jaggery/Bella Powder,"Foodgrains, Oil & Masala","Salt, Sugar & Jaggery",Samvuddhi & Co,11-05-2025
848,"Steel Storage/Lunch Container - No.21, Pink, Klip It","Kitchen, Garden & Pets",Steel Utensils,Joyo Steel,18-08-2025
849,"Sanitary Pads - XL Plus Wings, Ultra",Beauty & Hygiene,Feminine Hygiene,Whisper ,26-07-2025
850,Herbal Peptide + Hyaluronic 4% Firming Serum - Complete Age Control Concentrate,Beauty & Hygiene,Skin Care,Soulflower,25-11-2025
851,Agar Agar Vegetarian Gelatin,Gourmet & World Food,Cooking & Baking Needs,By Nature,03-04-2025
852,Green Tea - Jasmine,Beverages,Tea,Typhoo,03-03-2025
853,Sapphire Storage Container - Assorted Colour,Cleaning & Household,Bins & Bathroom Ware,Nakoda,19-03-2025
854,Secondary Class Students - Online Learning,Cleaning & Household,Stationery,Classmate,16-04-2025
855,"Apple - Green, Premium",Fruits & Vegetables,Fresh Fruits,Fresho,03-07-2025
856,3-In-1 Conditioning Shampoo,Beauty & Hygiene,Hair Care,Brylcreem,21-07-2025
857,Makhana - Himalayan Salt & Pepper,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Nutty Yogi,08-08-2025
858,Gold Flash - Mosquito Repellent Combo Machine & Refill,Cleaning & Household,Fresheners & Repellents,Good knight,16-04-2025
859,Maharasnadi Kwath,Beauty & Hygiene,Health & Medicine,Kerala Ayurveda,07-10-2025
860,Aloe Face Wash Gel,Beauty & Hygiene,Skin Care,Green Leaf,19-09-2025
861,"Energy Bars - Berry, 4+ Years, 100% Natural & Healthy",Snacks & Branded Foods,Chocolates & Candies,Timios,07-08-2025
862,Hot & Cold Jug - Thermo Tuff,"Kitchen, Garden & Pets",Crockery & Cutlery,Asian,30-07-2025
863,PP Apple Belt,Gourmet & World Food,Chocolates & Biscuits,Kantan,09-04-2025
864,Shade Revive Plant Based Liquid Laundry Detergent,Cleaning & Household,Detergents & Dishwash,Born Good,16-07-2025
865,Sensual - Handmade Jasmine Bathing Bar With Natural Chunks,Beauty & Hygiene,Bath & Hand Wash,BodyHerbals,07-04-2025
866,El Paso Deodorant,Beauty & Hygiene,Fragrances & Deos,Lomani,30-11-2025
867,Complete Detergent Washing Powder,Cleaning & Household,Detergents & Dishwash,Ariel ,28-07-2025
868,Classic Chicken Delite Soup,Snacks & Branded Foods,Ready To Cook & Eat,Knorr,02-09-2025
869,Kitchen Cloth - Big,Cleaning & Household,"Mops, Brushes & Scrubs",Raju's Cloth,06-10-2025
870,Sugar Free Butter Cookies,Snacks & Branded Foods,Biscuits & Cookies,Unibic,05-08-2025
871,Chef Curated Marinade Pahadi,"Foodgrains, Oil & Masala",Masalas & Spices,Cambay Tiger,19-01-2025
872,Pro 4 Shaving Razor for Men - Blade + Handle + Cap,Beauty & Hygiene,Men's Grooming,LetsShave,12-03-2025
873,Curcumin Imbued Honey,Gourmet & World Food,"Sauces, Spreads & Dips",Sprig,11-01-2025
874,Flakes - Ragi,Snacks & Branded Foods,Breakfast Cereals,Health Sutra,01-02-2025
875,Sports Sunscreen Lotion SPF 50,Beauty & Hygiene,Skin Care,INATUR ,12-04-2025
876,Tea - Masala Vasala,Gourmet & World Food,Drinks & Beverages,Chymey,01-09-2025
877,"Diabetic Care - Apple Cider Vinegar Blended With Bermuda Grass, Guava Leaf Juice & Honey",Gourmet & World Food,Oils & Vinegar,DrNatcure,22-09-2025
878,Papaya & Apricot Anti Tan Scrub,Beauty & Hygiene,Skin Care,Glamveda,26-06-2025
879,Pasta - Orecchiette,Gourmet & World Food,"Pasta, Soup & Noodles",PastificioG Di Martino,08-04-2025
880,Bio Green - Apple Fresh Daily Purifying Shampoo & Conditioner,Beauty & Hygiene,Hair Care,BIOTIQUE,23-10-2025
881,Olive Pomace Oil,Gourmet & World Food,Oils & Vinegar,Pietro Coricelli,23-09-2025
882,Green Stuffed Hot Pepper Pickle,Gourmet & World Food,"Sauces, Spreads & Dips",Sakurafresh,13-01-2025
883,Organic Basmati Rice/Basmati Akki - White,"Foodgrains, Oil & Masala",Organic Staples,Organic Tattva,09-09-2025
884,UV Away Moist Jumbo Sun Block,Beauty & Hygiene,Skin Care,It's Skin,23-01-2025
885,"LED Bulb - 12 Watt, Cool White, B22","Kitchen, Garden & Pets",Appliances & Electricals,C&S Electric,28-12-2025
886,Crunchy Cinnamon Almond Butter,Gourmet & World Food,Dairy & Cheese,Nutty Yogi,19-05-2025
887,MaxFresh Pink Spicy Fresh Gel Toothpaste - Rajasthan Royals Special Edition Pack,Beauty & Hygiene,Oral Care,Colgate,17-03-2025
888,Elegance Deodorant - For Men,Beauty & Hygiene,Men's Grooming,Yardley London,21-01-2025
889,Natural Baby Wash,Baby Care,Baby Bath & Hygiene,The Moms Co,10-08-2025
890,Bajra Pearls - Roasted,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Nutty Yogi,09-07-2025
891,Tamarind/Hunisehannu,"Foodgrains, Oil & Masala",Masalas & Spices,Eastern,24-02-2025
892,Kitchen Towel Paper Reusable Tissue Washable,Cleaning & Household,"Disposables, Garbage Bag",Beeta,07-09-2025
893,Organic Bisibelebath Mix - Kodo Millet,Snacks & Branded Foods,Ready To Cook & Eat,Aaha Oho,01-03-2025
894,Wisal Dhabab Perfume Deodorant For Men,Beauty & Hygiene,Fragrances & Deos,Ajmal,22-06-2025
895,Palakkad Red Matta Boiled Rice - Unda,"Foodgrains, Oil & Masala",Rice & Rice Products,bb Royal,19-03-2025
896,Olive Vegetable Oil,Beauty & Hygiene,Skin Care,Aroma Treasures,19-01-2025
897,Hearts & Kisses For Women,Beauty & Hygiene,Fragrances & Deos,Dorall Collection,09-07-2025
898,Chocos - Moons & Stars,Snacks & Branded Foods,Breakfast Cereals,Kelloggs,27-05-2025
899,Instant Diet Popcorn - Contains Olive Oil,Snacks & Branded Foods,Snacks & Namkeen,PIPO,17-11-2025
900,Ultra Mosquito Repellant Refill - Floral Fragrance,Cleaning & Household,Fresheners & Repellents,All Out,01-08-2025
901,Con Con Corn Chips - BBQ,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Tong Garden,17-01-2025
902,Disinfectant Surface Sanitizer,Cleaning & Household,All Purpose Cleaners,Maxkleen,15-08-2025
903,Surekha Boiled Rice,"Foodgrains, Oil & Masala",Rice & Rice Products,bb Royal,20-07-2025
904,Peri Peri Masala,"Foodgrains, Oil & Masala",Masalas & Spices,Smith & Jones,18-03-2025
905,Haldi Drops,Beauty & Hygiene,Health & Medicine,Zandu,23-08-2025
906,Pasta - 37B Penne Rigate,Gourmet & World Food,Oils & Vinegar,Colavita,24-07-2025
907,Asafoetida Powder,"Foodgrains, Oil & Masala",Masalas & Spices,G.D ,25-12-2025
908,Face Wash - Blush & Glow Strawberry Gel,Beauty & Hygiene,Skin Care,Lakme,10-12-2025
909,Blueberry Almond Crisps,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Epiphany Snacks,15-06-2025
910,"Toothpaste - Whitening, Cavity Protection, 150 G",Beauty & Hygiene,Oral Care,Pepsodent,16-03-2025
911,"Bathing/Cleaning Bucket - With Plastic Handle, Mango Yellow, L1145PH-LT MY",Cleaning & Household,Bins & Bathroom Ware,Princeware,21-09-2025
912,Organic Puttu - Pearl Millet,Snacks & Branded Foods,Ready To Cook & Eat,Aaha Oho,06-09-2025
913,Muesli - Gluten Free,Gourmet & World Food,Cereals & Breakfast,Bobs Red Mill,07-05-2025
914,Organic Powder - Red Chilly,"Foodgrains, Oil & Masala",Organic Staples,Organic Tattva,22-10-2025
915,Thyme,"Foodgrains, Oil & Masala",Masalas & Spices,HappyChef,23-08-2025
916,"Steel Deep Dabba/Storage Container - No. 14, Plain","Kitchen, Garden & Pets",Steel Utensils,BB Home,06-12-2025
917,"Coco Oval Basket With Lid - Medium, Assorted Colour",Cleaning & Household,Bins & Bathroom Ware,Nakoda,06-06-2025
918,Aluminium Induction Base Flat Bottom Patila Tope Pot - Silver,"Kitchen, Garden & Pets",Cookware & Non Stick,HAZEL,31-03-2025
919,"Ultra-Fresh Fairness Face Wash With Milk, Licorice, Saffron",Beauty & Hygiene,Skin Care,Olivia,23-01-2025
920,Pickle - Prawn,"Eggs, Meat & Fish",Fish & Seafood,Tasty Nibbles,05-07-2025
921,Stand & Pee Reusable Portable Urination Funnel For Women,Beauty & Hygiene,Feminine Hygiene,Peebuddy,11-06-2025
922,Original Scent - Dry Skin Moisturiser With Cherry Almond Essence,Beauty & Hygiene,Skin Care,Jergens,15-09-2025
923,Cookies-Choco Ripple Cookies,Snacks & Branded Foods,Biscuits & Cookies,Unibic,06-01-2025
924,"Executive Lunch Box - Small, T Blue","Kitchen, Garden & Pets",Storage & Accessories,Signoraware,19-10-2025
925,Room Freshener - Soul Blossom Jasmine,Cleaning & Household,Fresheners & Repellents,Good Home,05-03-2025
926,Sauce - Chilli,Gourmet & World Food,"Sauces, Spreads & Dips",Remia,26-10-2025
927,"Copper Water Fliptop Bottle - Hammered, Plain","Kitchen, Garden & Pets",Steel Utensils,Frestol,24-07-2025
928,Himalayan Raw Apple Cider Vinegar,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Dabur,02-12-2025
929,"Toothbrush - 360 Degree Flosstip, Soft",Beauty & Hygiene,Oral Care,Colgate,15-04-2025
930,Purifying Neem Face Wash,Beauty & Hygiene,Skin Care,Chandrika ,18-09-2025
931,Opalware Classique 2 Dinner Set - Mystrio Black,"Kitchen, Garden & Pets",Crockery & Cutlery,Laopala Diva,01-11-2025
932,Black Sliced Olives,Gourmet & World Food,Tinned & Processed Food,Habit,06-11-2025
933,Diatrin Tablets - Controls Sugar Naturally,Beauty & Hygiene,Health & Medicine,Jiva Ayurveda,31-10-2025
934,"Hangable Dress Shaped Hand/Basin Towel - Cream, Bh-038 Crm",Beauty & Hygiene,Bath & Hand Wash,BB Home,13-02-2025
935,6 Oil Nourish Conditioner,Beauty & Hygiene,Hair Care,Loreal Paris,21-06-2025
936,"Stainless Steel  Induction Compatible Pressure Cooker - Silver, HSS10","Kitchen, Garden & Pets",Cookware & Non Stick,Hawkins,14-10-2025
937,"Chips - Potato, Masala",Snacks & Branded Foods,Snacks & Namkeen,Sanjay ,17-11-2025
938,Dates Powder - Natural Sweetener,Baby Care,Baby Food & Formula,Early Foods,06-04-2025
939,Coconut Scraper - Sleek,"Kitchen, Garden & Pets",Kitchen Accessories,Anjali,15-11-2025
940,Infant Formula Baby Food Powder - Stage 1,Baby Care,Baby Food & Formula,Enfamil A+,16-02-2025
941,Organic - Whole Wheat Ajwain Jaggery Teething Sticks,Baby Care,Baby Food & Formula,Early Foods,04-03-2025
942,Pre Shave Foam - Classic Lemon Lime,Beauty & Hygiene,Men's Grooming,Gillette,04-02-2025
943,Onion - Organically Grown,Fruits & Vegetables,Fresh Vegetables,Fresho,19-04-2025
944,Cheese Spread - Asli Pepper,"Bakery, Cakes & Dairy",Dairy,Britannia,12-11-2025
945,Lollygum,Snacks & Branded Foods,Chocolates & Candies,Dukes,24-10-2025
946,Pet Selo Container Set - Silver,"Kitchen, Garden & Pets",Storage & Accessories,Steelo,31-07-2025
947,Amritsari Marinade,"Foodgrains, Oil & Masala",Masalas & Spices,Orika,27-11-2025
948,Sriracha Hot Chilli Sauce,Gourmet & World Food,"Sauces, Spreads & Dips",Real Thai,24-08-2025
949,Brightening Booster Orange Shower Gel,Beauty & Hygiene,Bath & Hand Wash,BodyHerbals,15-11-2025
950,Icecream Mix- Chocolate,Gourmet & World Food,Cooking & Baking Needs,Puramate,01-04-2025
951,Spices - Whole White Pepper,Gourmet & World Food,Cooking & Baking Needs,Malabar Coast,27-08-2025
952,Comb - Derby Deluxe No 61,Beauty & Hygiene,Hair Care,Ego of Paris,30-12-2025
953,Scissors - Stylish Cut,Cleaning & Household,Stationery,Cartini,04-04-2025
954,Sylvana Shot Glass Tumbler,"Kitchen, Garden & Pets",Crockery & Cutlery,Pasabahce,09-02-2025
955,"Padded Lead - 1 inch, Blue Colour","Kitchen, Garden & Pets",Pet Food & Accessories,Glenand,02-01-2025
956,Pimple Clear & Germ Removal Face Wash,Beauty & Hygiene,Skin Care,Ponds,20-10-2025
957,Organic Peanut Flax Chutney - Spicy Podi Flavour,Snacks & Branded Foods,Pickles & Chutney,Jus Amazin,07-09-2025
958,Manuka Honey Multifloral,Gourmet & World Food,"Sauces, Spreads & Dips",Nelson Honey,22-05-2025
959,Everfresh Morning Rose Dew Gel Blocks,Cleaning & Household,Fresheners & Repellents,Air wick,16-03-2025
960,Organic Tamarind/Hunisehannu,"Foodgrains, Oil & Masala",Masalas & Spices,bb Royal,23-04-2025
961,"Muffin - Rich Chocolate, Whole Wheat (Eggless)","Bakery, Cakes & Dairy",Cakes & Pastries,BHealthy,01-06-2025
962,Cheesy Corn Triangles,Snacks & Branded Foods,Frozen Veggies & Snacks,ITC Master Chef,02-10-2025
963,Rejuvenating Cucumber & Aloe Vera Face Pack For Skin,Beauty & Hygiene,Skin Care,Everyuth Naturals,24-09-2025
964,Opalware Ivory Multiutility Bowl Set - Autumn Shadow,"Kitchen, Garden & Pets",Crockery & Cutlery,Laopala Diva,05-07-2025
965,Cheese Crunchy Layered Crackers,"Bakery, Cakes & Dairy","Cookies, Rusk & Khari",Malkist,05-03-2025
966,Kitchen & Household Daily Cleaning - Reusable Cloth,Cleaning & Household,"Mops, Brushes & Scrubs",York,10-08-2025
967,Glass Water/Juice Tumbler - Summer,"Kitchen, Garden & Pets",Crockery & Cutlery,Iveo ,22-05-2025
968,Pearl Whitening Peel Off Mask,Beauty & Hygiene,Skin Care,Glamveda,10-10-2025
969,Plastic Watering Can - Green,"Kitchen, Garden & Pets",Gardening,Klassic,04-01-2025
970,Lemon Grass,Fruits & Vegetables,Herbs & Seasonings,Fresho,08-05-2025
971,Professional Salon Series Platinum Silver Facial Kit,Beauty & Hygiene,Skin Care,Vlcc,29-10-2025
972,Medium Prawns,Snacks & Branded Foods,Frozen Veggies & Snacks,sumeru,28-01-2025
973,"Stainless Steel Spices Bottle/Holder - Silver, BB 543","Kitchen, Garden & Pets",Storage & Accessories,DP,29-07-2025
974,Organic - Chana Masala,"Foodgrains, Oil & Masala",Organic Staples,Phalada Pure & Sure,17-12-2025
975,"Body Bath Loofah/Sponge/Scrubber - Double Loop Hangable - Grey, BH011GRY","Kitchen, Garden & Pets",Kitchen Accessories,BB Home,30-01-2025
976,Fibre Rich Muesli For Breakfast + Cranberry Blueberry Muesli Fibre (each 1kg),Gourmet & World Food,Cereals & Breakfast,True Elements,20-04-2025
977,Immunity Booster Natural Remedial Drink,Gourmet & World Food,Cooking & Baking Needs,Cafe Junyali,20-02-2025
978,"Copper Bottle - Matt Finish, Duke, BBCB03","Kitchen, Garden & Pets",Steel Utensils,BB Home,18-08-2025
979,Syrup,Gourmet & World Food,"Sauces, Spreads & Dips",Hersheys ,12-01-2025
980,Microfiber Multipurpose Cloth,Cleaning & Household,"Mops, Brushes & Scrubs",Gala,26-04-2025
981,Paste - Ginger & Garlic,"Foodgrains, Oil & Masala",Masalas & Spices,Mother's Recipe,18-02-2025
982,Sugar/Sakkare - Refined,"Foodgrains, Oil & Masala","Salt, Sugar & Jaggery",Madhur,17-08-2025
983,Namkeen - Lite Chiwda,Snacks & Branded Foods,Snacks & Namkeen,Haldirams ,04-07-2025
984,Men Expert White Activ Intensive Whitening Foam,Beauty & Hygiene,Men's Grooming,Loreal Paris,29-06-2025
985,Shai Mix,"Foodgrains, Oil & Masala",Dry Fruits,Marudhar,15-02-2025
986,Menthol Cool 500 ml + Laundry San- Fresh Linen 480 ml,Cleaning & Household,All Purpose Cleaners,Dettol,08-11-2025
987,Daily Face Care Lotion Oil Balance - Combination To Normal Skin,Beauty & Hygiene,Skin Care,Lacto Calamine,01-05-2025
988,Nano Sun Block Sun Protective Cream Spf 60,Beauty & Hygiene,Skin Care,Shahnaz Husain,09-09-2025
989,Women Well Being Capsules,Beauty & Hygiene,Health & Medicine,ORGANIC INDIA,23-09-2025
990,Men Expert Hydra Power Duo Foam Cleanser,Beauty & Hygiene,Skin Care,Loreal Paris,26-05-2025
991,Bounce Biscuits - Orange Creme,Snacks & Branded Foods,Biscuits & Cookies,Sunfeast,13-10-2025
992,Organic - Parmal Rice,"Foodgrains, Oil & Masala",Organic Staples,bb Royal,19-12-2025
993,Chicken Classic Salami,"Eggs, Meat & Fish","Sausages, Bacon & Salami",La Carne,17-11-2025
994,EDT Spray - Sport Style For Men,Beauty & Hygiene,Men's Grooming,Brut,16-01-2025
995,"Shot Body Spray - Absolute Series, Craze",Beauty & Hygiene,Fragrances & Deos,Layerr,08-10-2025
996,W3 Perfume Spray - For Women,Beauty & Hygiene,Fragrances & Deos,Engage,19-09-2025
997,Nut Cracker,Snacks & Branded Foods,Snacks & Namkeen,Bikaji,25-01-2025
998,Alphabytes,Snacks & Branded Foods,Frozen Veggies & Snacks,ITC Master Chef,26-12-2025
999,Herbal Aloevera Neem & Basil Facial Massage Gel,Beauty & Hygiene,Skin Care,Khadi Natural,22-02-2025
,,,,,27-07-2025
